Ответственные,  ,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
,Эквайринг,-9 000,-8 521,-9 000,-8 172,-9 000,-8 244,-9 000,-7 288,-9 000,-7 511,-45 000,-39 736,-8 000,-7 712,-8 000,-8 742,-9 000,-10 054,-8 000,-8 079,-33 000,-34 588,-10 000,-11 102,-9 000,-7 482,-8 000,-8 235,-8 000,-8 940,-35 000,-35 758,-8 000,-7 648,-8 000,-7 363,-8 000,-8 424,-8 000,-9 752,-8 000,-9 262,-40 000,-42 449,-9 000,-10 517,-7 500,-9 237,-9 000,-10 120,-8 000,-10 560,-33 500,-40 435,-9 000,-8 154,-9 000,-9 514,-9 000,-9 476,-9 000,-9 843,-36 000,-36 987,-10 000,-10 014,-10 000,-9 706,-10 000,-9 481,-10 000,-9 379,-10 000,-9 962,-50 000,-48 542,-10 000,-8 129,-10 000,-9 489,-10 000,-9 717,-10 000,-10 783,-40 000,-38 119,-10 000,-11 639,-9 000,-9 523,-10 000,-9 824,-9 000,-9 384,-38 000,-40 371,-10 000,-10 304,-9 000,-9 862,-10 000,-10 437,-10 000,-8 793,-9 000,-10 497,-48 000,-49 894,0,-10 857,0,-9 380,0,-9 160,0,-10 688,0,-40 084,-10 000,-9 447,-9 000,-10 353,-12 000,-9 803,-15 000,-12 930,0,-4 023,-46 000,-46 557
,РКО,0,0,0,-378,0,-41,0,-4 180,0,-683,0,-5 282,0,-299,0,-1 786,-6 000,-3 475,0,-302,-6 000,-5 862,0,-299,0,0,-2 500,-4 207,0,-445,-2 500,-4 951,0,-200,0,-560,0,-199,0,-4 357,0,0,0,-5 316,0,-299,0,-1 174,-5 000,-3 727,0,-1 169,-5 000,-6 370,0,0,0,-299,0,-3 938,0,-89,0,-4 325,0,0,0,-1 393,0,0,0,-4 028,0,-815,0,-6 236,0,-299,0,-640,0,-4 706,-6 000,-165,-6 000,-5 810,0,0,0,-747,0,-230,-6 000,-4 455,-6 000,-5 432,0,-421,0,-1 337,0,0,-6 000,-4 130,0,-747,-6 000,-6 635,0,-299,0,-751,0,-4 570,0,-119,0,-5 739,0,0,0,-1 485,-6 000,0,0,-4 444,0,0,-6 000,-5 928
,Овердрафт,-2 000,-1 650,-2 000,-1 830,-2 000,-2 740,-2 000,-870,-2 000,0,-10 000,-7 090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Налоги с з/п,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,-19 175,0,-19 247,0,0,0,0,0,-120,0,-26 926,0,0,0,-27 046,0,0,0,0,0,-25 741,0,0,0,-25 741,0,0,0,0,0,-16 862,0,0,0,-16 862,0,-2 641,0,0,0,0,0,-101,0,0,0,-2 742,0,-38,0,0,0,-24 016,0,0,0,-24 054,0,0,0,0,0,0,0,0,0,0,0,0
,Налоги,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13 000,0,0,0,0,0,-13 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5 336,0,0,0,0,0,0,0,-5 336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114 076,0,-5,0,0,0,-114 081,0,0,0,0,0,0,0,-36 500,0,0,0,-36 500
,Зарплата производственного персонала,-138 000,-137 253,-160 000,-167 050,-160 000,-161 500,-160 000,-169 350,-160 000,-155 000,-778 000,-790 153,-160 000,-144 950,-160 000,-139 000,-160 000,-156 430,-170 000,-201 600,-650 000,-641 980,-150 000,-143 850,-200 000,-195 230,-140 000,-139 630,-140 000,-132 300,-630 000,-611 010,-140 000,-154 670,-140 000,-131 165,-140 000,-129 600,-140 000,-136 300,-140 000,-149 575,-700 000,-701 310,-160 000,-169 890,-140 000,-161 050,-140 000,-176 170,-150 000,-135 801,-590 000,-642 911,-150 000,-161 200,-150 000,-113 720,-150 000,-154 650,-150 000,-140 050,-600 000,-569 620,-155 000,-165 489,-165 000,-150 312,-155 000,-156 505,-160 000,-121 135,-155 000,-178 198,-790 000,-771 639,-190 000,-165 538,-160 000,-224 376,-165 000,-148 460,-170 000,-152 404,-685 000,-690 778,-160 000,-175 087,-175 000,-148 005,-180 000,-157 106,-180 000,-154 672,-695 000,-634 870,-180 000,-171 207,-180 000,-166 469,-180 000,-171 547,-180 000,-170 238,-180 000,-159 854,-900 000,-839 315,0,-193 324,0,-174 975,0,-183 099,0,-163 082,0,-714 480,-180 000,-164 041,-180 000,-167 352,-180 000,-189 931,-180 000,-166 423,-180 000,-206 659,-900 000,-894 406
,Зарплата административного персонала,-114 500,-114 500,-40 000,-46 016,-22 500,-22 500,0,-12 000,-116 500,-116 500,-293 500,-311 516,-30 000,-40 000,-42 500,-49 000,-13 000,0,-37 500,-138 950,-123 000,-227 950,0,-33 000,0,-42 700,0,0,0,-28 000,0,-103 700,-141 000,-126 000,0,-11 000,-40 000,-40 000,0,-19 000,-92 000,-131 000,-273 000,-327 000,-30 000,-30 000,-50 000,-40 000,-23 000,-18 000,-149 000,-139 750,-252 000,-227 750,-25 000,-20 000,-49 000,-40 000,0,0,-20 000,-25 200,-94 000,-85 200,-141 000,-141 000,0,0,0,-40 000,-43 000,-43 000,0,-99 000,-184 000,-323 000,-55 000,-55 000,-156 000,-115 245,-75 000,-12 000,0,-43 000,-286 000,-225 245,-135 000,-134 000,-20 000,-20 000,-75 000,-75 000,0,-23 000,-230 000,-252 000,-155 000,-154 000,0,-7 000,-75 000,-64 000,-23 000,-23 000,0,-155 800,-253 000,-403 800,0,0,0,-80 000,0,-600,-85 000,-20 000,-85 000,-100 600,-60 000,-144 000,0,0,0,-88 500,-23 000,0,-85 000,-84 548,-168 000,-317 048
,Таргетированная реклама,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5 000,0,-5 000,0,0,0,-4 500,0,0,0,-5 000,0,0,0,-9 500,0,0,0,0,0,0,0,-5 000,0,-5 000,0,-5 000,0,0,0,0,0,-10 000,0,0,0,-15 000
,Контекстная реклама,0,0,0,0,0,0,0,-80 000,-60 000,0,-60 000,-80 000,0,0,0,0,0,0,-80 000,-75 000,-80 000,-75 000,0,0,0,0,0,0,-75 000,-75 000,-75 000,-75 000,0,0,0,0,0,0,-75 000,-85 000,0,0,-75 000,-85 000,0,0,0,0,0,0,-70 000,-75 000,-70 000,-75 000,0,0,0,0,0,0,-75 000,-65 000,-75 000,-65 000,0,0,0,0,0,0,-60 000,0,0,-60 000,-60 000,-60 000,0,0,0,0,0,0,-60 000,-60 000,-60 000,-60 000,0,0,0,0,0,0,-40 000,-30 000,-40 000,-30 000,0,0,0,0,0,0,0,0,-40 000,-40 000,-40 000,-40 000,0,0,0,0,0,0,0,-72 000,0,-72 000,0,0,0,0,0,0,-40 000,-31 000,0,0,-40 000,-31 000
,Печатные материалы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15 000,0,0,0,0,-1 600,-15 000,-1 600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8 000,0,0,0,0,0,-8 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1 800,0,0,0,-1 800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Листовки,0,0,0,0,0,0,0,0,0,0,0,0,-35 000,-30 800,-25 000,0,0,0,0,0,-60 000,-30 800,0,0,0,0,0,0,-30 000,-24 000,-30 000,-24 000,0,0,0,0,-31 000,0,0,0,0,0,-31 000,0,0,-30 800,-30 000,0,0,0,0,0,-30 000,-30 800,0,0,-30 000,0,0,0,0,0,-30 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24 000,0,-32 800,0,0,0,0,0,-56 800,0,0,0,0,-25 000,0,0,0,-25 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32 800,0,0,0,-32 800,0,-32 800,0,-24 000,-40 000,0,0,-24 000,0,0,-40 000,-80 800
,Комиссия партнерам,-16 705,-16 507,0,0,0,0,0,0,0,0,-16 705,-16 507,0,-7 462,0,0,0,-6 000,0,0,0,-13 462,0,0,0,0,0,0,0,-6 000,0,-6 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SEO-оптимизация,0,0,0,0,0,0,0,-10 000,0,0,0,-10 000,0,0,0,0,0,0,-27 000,-10 000,-27 000,-10 000,0,0,0,0,0,0,-10 000,-10 000,-10 000,-10 000,0,0,0,0,0,-10 000,-10 000,0,0,0,-10 000,-10 000,0,0,0,0,-10 000,-10 000,0,0,-10 000,-10 000,0,0,0,0,0,0,-10 000,-10 000,-10 000,-10 000,0,0,0,0,0,0,-10 000,0,0,-10 000,-10 000,-10 000,0,0,0,0,0,0,-10 000,-10 000,-10 000,-10 000,0,0,0,0,0,0,-10 000,-10 000,-10 000,-10 000,0,0,0,0,0,0,0,0,-10 000,-10 000,-10 000,-10 000,0,0,0,0,0,0,0,-10 000,0,-10 000,0,0,0,0,0,0,-10 000,-10 000,0,0,-10 000,-10 000
,Реклама на Яндекс-картах,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Комиссия агрегатору,0,0,0,0,-6 000,0,0,-6 000,0,0,-6 000,-6 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6 000,0,0,0,-6 000,0,0,0,0,0,0,0,0,0,0,-7 000,-7 000,0,0,0,0,0,0,-7 000,-7 000,0,0,0,0,-6 000,-6 000,0,0,0,0,-6 000,-6 000,0,0,-6 000,0,0,0,0,-7 000,-6 000,-7 000,0,0,0,0,-6 000,0,0,0,-6 000,0,-7 000,-6 000,0,0,0,0,0,0,0,0,-7 000,-6 000,0,-9 820,0,0,0,0,0,0,0,-9 820,-7 000,0,0,-6 000,0,-156,0,0,0,0,-7 000,-6 156
,Услуги ФД и НК,0,0,0,0,0,0,0,0,0,0,0,0,0,-75 000,0,0,0,0,-75 000,-75 000,-75 000,-150 000,0,0,0,0,0,0,0,-75 000,0,-75 000,0,0,0,0,0,0,0,-75 000,0,0,0,-75 000,0,0,0,0,0,0,0,0,0,0,0,-75 000,0,0,0,0,0,-75 000,0,-150 000,0,-10 000,0,0,0,0,0,-75 000,0,0,0,-85 000,0,0,0,0,0,0,-75 000,0,-75 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15 000,0,-15 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Прочие маркетинговые услуги,0,0,0,0,-28 000,-28 000,0,0,0,-4 500,-28 000,-32 500,0,0,0,0,0,-28 000,0,-1 500,0,-29 500,0,0,0,-28 000,0,0,0,0,0,-28 000,0,-1 400,0,0,0,0,0,0,0,0,0,-1 400,0,-29 500,0,0,0,-400,0,0,0,-29 900,0,0,0,0,0,0,0,0,0,0,-28 000,-28 000,0,0,0,0,0,0,0,0,-28 000,-28 000,0,0,0,-8 000,0,-400,0,-28 000,0,-36 400,0,0,-20 000,-15 000,-15 000,0,0,-2 500,-35 000,-17 500,-28 000,-28 000,0,0,0,0,0,0,0,-28 000,-28 000,-56 000,0,0,0,0,0,0,0,0,0,0,-28 000,0,-5 000,-28 000,0,0,0,0,0,0,-33 000,-28 000
,Обучение персонала,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Расходы на питание персонала,-9 000,-4 174,-9 000,-3 914,-9 000,-5 242,-9 000,-7 677,-9 000,-4 010,-45 000,-25 016,-5 000,-7 992,-5 000,-6 446,-5 000,-7 994,-5 000,-4 658,-20 000,-27 089,-6 000,-7 698,-6 000,-6 539,-6 000,-7 127,-6 000,-7 775,-24 000,-29 139,-7 000,-4 444,-7 000,-4 588,-7 000,-6 489,-7 000,-4 700,-7 000,-6 493,-35 000,-26 714,-6 000,-4 936,-5 000,-9 796,-6 000,-4 767,-5 000,-7 244,-22 000,-26 743,-5 000,-3 502,-5 000,-7 259,-5 000,-3 787,-5 000,-9 393,-20 000,-23 941,-6 000,-3 707,-6 000,-7 261,-6 000,-2 826,-6 000,-7 270,-6 000,-4 509,-30 000,-25 573,-5 500,-7 089,-5 500,-5 117,-5 500,-4 791,-5 500,-3 973,-22 000,-20 969,-5 500,-5 465,-5 500,-10 633,-5 500,-9 668,-5 500,-4 826,-22 000,-30 592,-10 000,-11 179,-8 000,-5 949,-10 000,-7 150,-8 000,-6 926,-10 000,-11 276,-46 000,-42 480,0,-5 271,0,-8 474,0,-6 372,0,-8 000,0,-28 118,-10 000,-6 217,-8 000,-9 876,-10 000,-8 182,-8 000,-12 610,0,0,-36 000,-36 885
,Расходы на персонал,0,-2 050,0,0,0,0,0,0,0,0,0,-2 050,0,0,0,-3 048,0,0,0,-4 800,0,-7 848,0,-6 900,0,0,0,0,0,0,0,-6 900,0,0,0,-17 332,0,0,0,-56 138,0,-11 605,0,-85 075,0,0,0,0,0,0,0,0,0,0,0,-6 624,0,-1 767,0,0,0,0,0,-8 391,0,0,0,-12 036,0,-29 259,0,-4 000,0,0,0,-45 296,0,-10 830,0,0,0,0,0,0,0,-10 830,-7 500,-7 524,0,0,0,-5 600,0,0,-7 500,-13 124,0,-5 058,0,-952,-7 000,-3 200,0,-487,0,0,-7 000,-9 697,0,-529,0,-5 472,0,-3 200,0,0,0,-9 201,-7 000,0,0,0,0,-1 600,0,0,0,0,-7 000,-1 600
,Сайт и приложение,0,0,-85 000,0,0,-95 858,0,0,0,0,-85 000,-95 858,-81 500,-81 572,0,0,0,0,0,0,-81 500,-81 572,-90 000,0,0,-83 348,0,0,0,0,-90 000,-83 348,-90 000,-95 254,0,0,0,0,0,0,0,0,-90 000,-95 254,-90 000,-88 884,0,-1 208,0,0,0,0,-90 000,-90 092,-99 000,-101 927,0,0,0,0,0,0,-99 000,-101 927,-100 000,-100 202,0,0,0,0,0,0,0,-93 286,-100 000,-193 488,-100 000,0,0,0,0,0,0,0,-100 000,0,-98 000,-98 782,0,0,0,0,0,0,-98 000,-98 782,-98 000,-97 321,0,0,0,0,0,0,0,0,-98 000,-97 321,0,-108 578,0,0,0,0,0,0,0,-108 578,-98 000,0,0,-104 797,0,0,0,0,0,0,-98 000,-104 797
,Оплаты систем автоматизации,0,0,-7 500,0,-12 000,-12 885,-12 500,0,0,-18 000,-32 000,-30 885,0,0,0,0,0,-30 385,0,0,0,-30 385,0,0,0,-10 000,0,0,0,-12 885,0,-22 885,0,-10 000,0,0,0,-12 885,0,0,0,0,0,-22 885,-10 000,-10 000,0,0,-12 500,0,0,0,-22 500,-10 000,-22 500,-43 270,0,0,-12 500,0,0,0,-35 000,-43 270,0,-12 820,-25 500,0,0,-12 885,0,0,0,-13 000,-25 500,-38 705,-10 000,0,-16 000,0,0,-20 385,0,-3 000,-26 000,-23 385,-10 000,-10 900,0,0,-12 500,-12 885,0,0,-22 500,-23 785,-10 000,-10 900,-16 000,-12 885,0,0,0,0,0,0,-26 000,-23 785,0,-15 100,0,-3 540,0,-12 885,0,0,0,-31 525,0,-14 600,-26 000,-15 885,0,-3 540,0,0,0,0,-26 000,-34 025
,Телекоммуникации,0,-5 000,-5 000,-2 400,0,-5 000,-5 000,-5 000,-5 000,-5 200,-15 000,-22 600,-5 000,-7 400,0,0,-5 000,-5 000,-5 000,-5 500,-15 000,-17 900,0,-7 400,-5 000,-5 000,0,0,0,-10 000,-5 000,-22 400,0,-7 400,0,-5 000,0,-5 000,0,0,0,-7 400,0,-24 800,-7 500,-5 000,0,-5 000,-5 000,-5 000,-5 000,-5 000,-17 500,-20 000,-2 500,-2 400,-5 000,-5 100,-5 000,-5 000,-5 000,-6 440,-17 500,-18 940,-5 000,-7 640,0,-5 000,-5 000,-5 000,-5 000,-100,-9 000,-7 640,-24 000,-25 380,-5 000,-5 000,-5 000,-7 500,-5 000,-5 000,-7 500,-7 000,-22 500,-24 500,-5 000,-2 640,-5 000,-5 000,-5 000,-5 000,-8 000,-5 000,-23 000,-17 640,-5 000,-9 640,-2 400,-1 184,-5 000,-5 000,0,-5 000,-5 000,-5 000,-17 400,-25 824,0,-5 000,0,-8 064,0,0,0,-5 000,0,-18 064,-2 400,-5 000,-5 000,-7 200,-5 000,-5 000,-5 000,-5 600,0,0,-17 400,-22 800
,Поиск и найм персонала,0,-3 600,0,-2 900,0,-1 000,0,-500,0,0,0,-8 000,0,0,0,-1 000,0,-1 434,0,-1 000,0,-3 434,0,0,0,0,0,0,0,0,0,0,0,-1 813,0,0,0,-1 000,0,0,0,-1 000,0,-3 813,0,0,-3 000,0,0,0,0,-1 000,-3 000,-1 000,0,0,0,-1 883,0,-1 000,0,0,0,-2 883,0,-1 000,0,0,0,0,0,-2 085,0,-1 000,0,-4 085,0,0,-4 000,0,0,0,0,-1 000,-4 000,-1 000,0,-3 696,-5 000,-1 000,0,-1 883,0,-81,-5 000,-6 660,0,-1 883,0,0,-5 000,0,0,-1 000,0,0,-5 000,-2 883,0,-700,0,0,0,0,0,0,0,-700,0,-500,0,0,-5 000,-2 883,0,0,0,0,-5 000,-3 383
,Содержание торговых точек,-10 000,-927,-25 000,-10 950,-15 000,-18 402,-10 000,-2 271,-10 000,-11 615,-70 000,-44 164,-5 000,-1 760,-25 000,-21 146,-5 000,-3 137,-12 000,-8 568,-47 000,-34 611,-5 000,-2 012,-25 000,-22 612,-5 000,-677,-5 000,-6 265,-40 000,-31 565,-10 000,-7 945,-3 000,-1 244,-27 000,-31 778,-7 000,-6 511,-7 000,-8 716,-54 000,-56 194,-7 000,-2 002,-25 000,-22 883,-7 000,-3 437,-6 000,-12 914,-45 000,-41 235,-6 000,-14 729,-22 000,-31 288,-7 000,-1 929,-6 000,-1 203,-41 000,-49 148,-15 000,-7 255,-30 000,-10 759,-3 000,-18 857,-3 000,-2 520,-17 000,-19 225,-68 000,-58 616,-3 000,-7 497,-25 000,-50 171,-5 000,-25 307,-10 000,-30 213,-43 000,-113 188,-10 000,-933,-30 000,-16 494,-7 000,-38 336,-5 000,-896,-52 000,-56 659,-10 000,-11 946,-5 000,-1 516,-30 000,-37 066,-7 000,-6 810,-12 000,-23 126,-64 000,-80 464,0,-7 107,0,-34 722,0,-7 016,0,-8 859,0,-57 705,-10 000,-23 155,-5 000,-17 499,-30 000,-22 211,-7 000,-13 979,0,-15 599,-52 000,-92 442
,Содержание офиса,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-720,0,-720,0,-2 040,0,0,0,0,0,0,0,-2 040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,-3 497,0,0,0,-3 592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,-499,0,-594,0,-2 276,0,0,0,-999,0,-125,0,0,0,-3 400,0,0,0,-400,0,-1 500,0,0,0,-1 900,0,-95,0,0,0,0,0,0,0,0,0,-95
,Аренда торговых точек,0,0,-115 000,-126 756,0,-3 613,-68 000,-68 030,-100 000,-101 600,-283 000,-299 999,0,-5 000,-112 000,-116 748,-70 000,-71 291,-100 000,-108 453,-282 000,-301 492,0,-5 800,-85 000,-88 231,-72 000,-72 346,-100 000,-100 000,-257 000,-266 377,0,-8 606,0,-8 404,0,0,-170 000,-85 990,0,-169 861,-170 000,-272 861,-55 000,-55 534,0,-1 600,-75 000,-67 178,-100 000,-100 000,-230 000,-224 312,0,-8 606,-55 000,-67 618,-75 000,0,-100 000,-184 111,-230 000,-260 335,0,-10 206,-53 000,-53 302,0,0,-105 000,-104 258,-100 000,-136 166,-258 000,-303 932,-55 000,-54 310,0,0,-100 000,-103 770,-100 000,-100 000,-255 000,-258 080,-66 500,-63 508,0,0,0,-13 167,-230 000,-112 220,-296 500,-188 895,-115 000,-112 566,-63 500,-53 633,0,-3 500,-125 000,-107 240,-100 000,-100 000,-403 500,-376 939,0,-13 402,0,-1 387,0,-17 037,0,-197 621,0,-229 448,-10 500,-1 500,-20 000,-8 210,0,-1 500,-90 000,-188 221,-100 000,-1 500,-220 500,-200 931
,Аренда склада,0,0,0,0,0,0,-4 000,0,0,-4 000,-4 000,-4 000,0,0,0,0,0,0,-4 000,-4 000,-4 000,-4 000,0,0,0,0,0,0,0,0,0,0,-4 000,-4 000,0,0,0,0,0,0,0,-4 000,-4 000,-8 000,0,0,0,0,0,0,0,-4 000,0,-4 000,0,0,0,0,0,0,0,0,0,0,-4 000,-4 000,0,0,0,0,0,0,0,0,-4 000,-4 000,0,0,0,0,0,0,0,0,0,0,-4 000,-4 000,0,0,0,0,0,0,-4 000,-4 000,-5 000,-5 000,0,0,0,0,0,0,0,-5 000,-5 000,-10 000,0,0,0,0,0,0,0,-5 000,0,-5 000,-5 000,0,0,0,0,0,0,0,0,0,-5 000,0
,Аренда офиса,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Покупка наличности,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Оплаты по кредитам и займам,0,0,-19 000,-18 459,-45 000,-45 000,0,0,0,-18 459,-64 000,-81 918,0,0,-45 000,-45 000,0,0,0,0,-45 000,-45 000,-18 500,-18 477,0,-45 000,0,0,0,0,-18 500,-63 477,-18 000,-18 459,0,0,-145 000,-145 000,0,0,0,-18 477,-163 000,-181 936,0,0,-145 000,-145 000,0,0,0,0,-145 000,-145 000,-18 000,-18 459,-145 000,-145 000,0,0,0,0,-163 000,-163 459,-18 000,-18 459,0,0,-145 000,-145 000,0,0,0,-3 276,-163 000,-166 735,-19 000,-15 229,-145 000,-145 000,0,0,0,0,-164 000,-160 229,-18 000,-18 459,0,0,-145 000,-145 000,0,0,-163 000,-163 459,-19 000,-18 459,0,0,-145 000,-145 000,0,0,0,-18 459,-164 000,-181 918,0,0,0,-145 000,0,0,0,0,0,-145 000,-19 000,-18 459,0,0,-145 000,-145 000,0,0,0,0,-164 000,-163 459
,Погашение овердрафта,-220 751,-220 751,-293 661,-293 661,-294 699,-294 699,-311 763,-311 763,-65 344,-65 344,-1 186 218,-1 186 219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Возврат денег собственникам,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
