asset_id,name,location,category,acquired_at,initial_cost,accumulated_depreciation,residual_value,method,useful_life_months,status,source_sheet,source_row,last_update_in_source,notes
FA-HIST-0094,Фритюрница Airhot EEF6,Ф-л Черникова,Тепловое оборудование,2023-05-08,4000.00,166.67,3833.33,linear_monthly_formula,48,in_work,Учёт ОС,94,2024-06-11,source_no=93.0; qty=1; unit_price=4000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0095,Поверхность жарочная Airhot GE-730/FG,ТЗ Гагарина,Тепловое оборудование,2020-12-21,9000.00,321.43,8678.57,linear_monthly_formula,84,in_work,Учёт ОС,95,2024-06-11,source_no=94.0; qty=1; unit_price=9000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0096,Тестомес спиральный Gastromix HS20B,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,60000.00,2000.00,58000.00,linear_monthly_formula,60,in_work,Учёт ОС,96,2024-06-11,source_no=95.0; qty=1; unit_price=60000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0097,Спиральный тестомес Gastromix HS30B,Ф-л Черникова,Тепловое оборудование,2023-05-08,75000.00,2500.00,72500.00,linear_monthly_formula,60,in_work,Учёт ОС,97,2024-06-11,source_no=96.0; qty=1; unit_price=75000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0098,Микроволновая печь DEXP MS-70,Ф-л Черникова,Тепловое оборудование,2023-05-08,5000.00,277.78,4722.22,linear_monthly_formula,36,in_work,Учёт ОС,98,2024-06-11,source_no=97.0; qty=1; unit_price=5000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0099,Ларь морозильный Aucma BD-560,Ф-л Черникова,Холодильное/морозильное оборудование,2023-05-08,180000.00,4285.71,175714.29,linear_monthly_formula,84,in_work,Учёт ОС,99,2024-06-11,source_no=98.0; qty=3; unit_price=60000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0100,Печь для пиццы ITPIZZA MS44,Ф-л Черникова,Тепловое оборудование,2023-05-08,100000.00,1851.85,98148.15,linear_monthly_formula,108,in_work,Учёт ОС,100,2024-06-11,source_no=99.0; qty=1; unit_price=100000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0101,Пицце печь IT Pizza ML66,Ф-л Черникова,Тепловое оборудование,2023-05-08,190000.00,190000.00,0.00,linear_monthly_formula,144,disposed,Учёт ОС,101,2024-06-11,source_no=100.0; qty=1; unit_price=190000; introduced_at=2023-10-31; sold_at=2023-11-07; monthly_depreciation_formula_present
FA-HIST-0102,Термос для риса Hurakan HKN-RT210,Ф-л Черникова,Тепловое оборудование,2023-05-08,24000.00,666.67,23333.33,linear_monthly_formula,72,in_work,Учёт ОС,102,2024-06-11,source_no=101.0; qty=2; unit_price=12000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0103,Рисоварка Индакор IR-1954,Ф-л Черникова,Тепловое оборудование,2023-05-08,9000.00,750.00,8250.00,linear_monthly_formula,24,in_work,Учёт ОС,103,2024-06-11,source_no=102.0; qty=1; unit_price=9000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0104,Рисоварка Airhot RC-5,Ф-л Черникова,Тепловое оборудование,2023-05-08,7000.00,583.33,6416.67,linear_monthly_formula,24,in_work,Учёт ОС,104,2024-06-11,source_no=103.0; qty=1; unit_price=7000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0105,Плита индукционная Airhot IP3500,Ф-л Черникова,Тепловое оборудование,2023-05-08,16000.00,666.67,15333.33,linear_monthly_formula,48,in_work,Учёт ОС,105,2024-06-11,source_no=104.0; qty=2; unit_price=8000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0106,Поверхность жарочная Airhot GE-730/FG,Ф-л Черникова,Тепловое оборудование,2020-03-10,9000.00,9000.00,0.00,linear_monthly_formula,36,in_work,Учёт ОС,106,2024-06-11,source_no=105.0; qty=1; unit_price=9000; introduced_at=2023-10-31
FA-HIST-0107,Гриль прижимной Airhot CGL,Ф-л Черникова,Тепловое оборудование,2023-05-08,10000.00,277.78,9722.22,linear_monthly_formula,72,in_work,Учёт ОС,107,2024-06-11,source_no=106.0; qty=1; unit_price=10000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0108,Весы торговые ФорТ-Т 870 (32.5) LCD,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,1500.00,125.00,1375.00,linear_monthly_formula,24,in_work,Учёт ОС,108,2024-06-11,source_no=107.0; qty=1; unit_price=1500; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0109,Весы фиеста,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,1500.00,125.00,1375.00,linear_monthly_formula,24,in_work,Учёт ОС,109,2024-06-11,source_no=108.0; qty=1; unit_price=1500; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0110,Весы Кас,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,1500.00,125.00,1375.00,linear_monthly_formula,24,in_work,Учёт ОС,110,2024-06-11,source_no=109.0; qty=1; unit_price=1500; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0111,Принтер для чеков Atol RP-326-USE,Ф-л Черникова,Кассовое оборудование,2023-05-08,10000.00,166.67,9833.33,linear_monthly_formula,120,in_work,Учёт ОС,111,2024-06-11,source_no=110.0; qty=2; unit_price=5000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0112,Овощерезка Robot-Coupe CL20,Ф-л Черникова,Электромеханическое оборудование,2023-05-08,90000.00,1875.00,88125.00,linear_monthly_formula,96,in_work,Учёт ОС,112,2024-06-11,source_no=111.0; qty=1; unit_price=90000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0113,Мясорубка Moulin Villa MV-MG-002.,Ф-л Черникова,Электромеханическое оборудование,2023-05-08,2500.00,83.33,2416.67,linear_monthly_formula,60,in_work,Учёт ОС,113,2024-06-11,source_no=112.0; qty=1; unit_price=2500; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0114,Миксер ручной Vortmax MINIPM 250 V.V. 250W,Ф-л Черникова,Электромеханическое оборудование,2023-05-08,25000.00,1388.89,23611.11,linear_monthly_formula,36,in_work,Учёт ОС,114,2024-06-11,source_no=113.0; qty=1; unit_price=25000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0115,Погружной блендер Polaris PHB 1380 Silent,Ф-л Черникова,Электромеханическое оборудование,2023-05-08,1500.00,250.00,1250.00,linear_monthly_formula,12,in_work,Учёт ОС,115,2024-06-11,source_no=114.0; qty=1; unit_price=1500; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0116,Подставка под термос для риса 500x500x600,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,20000.00,333.33,19666.67,linear_monthly_formula,120,in_work,Учёт ОС,116,2024-06-11,source_no=115.0; qty=2; unit_price=10000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0117,Подставка под пицце печь,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,4000.00,66.67,3933.33,linear_monthly_formula,120,in_work,Учёт ОС,117,2024-06-11,source_no=116.0; qty=2; unit_price=2000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0118,Стелаж 130x30x180,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,8000.00,133.33,7866.67,linear_monthly_formula,120,in_work,Учёт ОС,118,2024-06-11,source_no=117.0; qty=1; unit_price=8000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0119,Стелаж 170х180х40,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,16000.00,266.67,15733.33,linear_monthly_formula,120,in_work,Учёт ОС,119,2024-06-11,source_no=118.0; qty=2; unit_price=8000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0120,Вентиляционный зонт конусный,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,10000.00,166.67,9833.33,linear_monthly_formula,120,in_work,Учёт ОС,120,2024-06-11,source_no=119.0; qty=1; unit_price=10000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0121,Вентиляционный зонт пристенный ВЗП12-7(1200х700х450),Ф-л Черникова,Вспомогательное оборудование,2023-05-08,30000.00,500.00,29500.00,linear_monthly_formula,120,in_work,Учёт ОС,121,2024-06-11,source_no=120.0; qty=2; unit_price=15000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0122,Слайсер Airhot SL-220,Ф-л Черникова,Электромеханическое оборудование,2020-10-12,15000.00,750.00,14250.00,linear_monthly_formula,60,in_work,Учёт ОС,122,2024-06-11,source_no=121.0; qty=1; unit_price=15000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0123,Полка невесная,Ф-л Черникова,Вспомогательное оборудование,2023-05-08,5000.00,83.33,4916.67,linear_monthly_formula,120,in_work,Учёт ОС,123,2024-06-11,source_no=122.0; qty=2; unit_price=2500; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0124,Компьютерное кресло Офисное,Ф-л Черникова,Мебель и предметы интерьера,2023-05-08,2000.00,111.11,1888.89,linear_monthly_formula,36,in_work,Учёт ОС,124,2024-06-11,source_no=123.0; qty=1; unit_price=2000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0125,Компьютерное кресло Офисное (Кожа),Ф-л Черникова,Мебель и предметы интерьера,2023-05-08,2500.00,138.89,2361.11,linear_monthly_formula,36,in_work,Учёт ОС,125,2024-06-11,source_no=124.0; qty=1; unit_price=2500; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0126,Офисный стул,Ф-л Черникова,Мебель и предметы интерьера,2023-05-08,2000.00,66.67,1933.33,linear_monthly_formula,60,in_work,Учёт ОС,126,2024-06-11,source_no=125.0; qty=2; unit_price=1000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0127,Стол офисный 1.8 м,Ф-л Черникова,Мебель и предметы интерьера,2023-05-08,7000.00,116.67,6883.33,linear_monthly_formula,120,in_work,Учёт ОС,127,2024-06-11,source_no=126.0; qty=1; unit_price=7000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0128,Стол офисный 1.4 м,Ф-л Черникова,Мебель и предметы интерьера,2023-05-08,5000.00,83.33,4916.67,linear_monthly_formula,120,in_work,Учёт ОС,128,2024-06-11,source_no=127.0; qty=1; unit_price=5000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0129,Принтер HP Laser MFP 135r,Ф-л Черникова,Электроника и оргтехника,2021-12-13,13000.00,541.67,12458.33,linear_monthly_formula,72,in_work,Учёт ОС,129,2024-06-11,source_no=128.0; qty=1; unit_price=13000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0130,Шкаф для документов,Ф-л Черникова,Мебель и предметы интерьера,2023-05-08,10000.00,166.67,9833.33,linear_monthly_formula,120,in_work,Учёт ОС,130,2024-06-11,source_no=129.0; qty=1; unit_price=10000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0131,Ноутбук HP,Ф-л Черникова,Электроника и оргтехника,2019-04-09,5000.00,625.00,4375.00,linear_monthly_formula,24,in_work,Учёт ОС,131,2024-06-11,source_no=130.0; qty=1; unit_price=5000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0132,Телефон IP Gigaset C530A без базы,Ф-л Черникова,Оборудование торговых залов,2020-12-21,7000.00,437.50,6562.50,linear_monthly_formula,48,in_work,Учёт ОС,132,2024-06-11,source_no=131.0; qty=1; unit_price=7000; introduced_at=2023-10-31; monthly_depreciation_formula_present
FA-HIST-0133,Стол офисный,Ф-л Черникова,Мебель и предметы интерьера,2023-12-23,10000.00,1000.00,9000.00,linear_monthly_formula,120,in_work,Учёт ОС,133,2024-06-11,source_no=132.0; qty=1; unit_price=10000; introduced_at=2024-01-01; monthly_depreciation_formula_present
FA-HIST-0134,Шкаф для персонала,ТЗ Гагарина,Мебель и предметы интерьера,2023-12-23,18500.00,1850.00,16650.00,linear_monthly_formula,120,in_work,Учёт ОС,134,2024-06-11,source_no=133.0; qty=1; unit_price=18500; introduced_at=2024-01-01; monthly_depreciation_formula_present
FA-HIST-0156,Рисоварка INDOKOR IR-1985,Ф-л Черникова,Тепловое оборудование,2024-06-11,22242.00,22242.00,0.00,linear_monthly_formula,12,in_work,Учёт ОС,156,2024-06-11,source_no=133.0; qty=1; unit_price=22242; introduced_at=2024-06-11; residual_zero_in_source_check_formula_copy
