period,source_system,source_sheet,article,source_type,management_block,amount_signed,amount_abs,source_row_or_scope,comment
2023-08,Google Sheets ДДС,ДДС месяц,Овердрафт,Выбытие / Операционная,финансовые / ниже EBITDA,-21960.0,21960.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Оплата поставщикам,Выбытие / Операционная,переменные / себестоимость,-1624311.0399999998,1624311.0399999998,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Оплаты систем автоматизации,Выбытие / Операционная,общепроизводственные / постоянные,-47885.0,47885.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Поиск и найм персонала,Выбытие / Операционная,ФОТ / персонал,-1900.0,1900.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Прочие маркетинговые услуги,Выбытие / Операционная,маркетинг / продажи,-28000.0,28000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Прочие расходы,Выбытие / Операционная,прочие / ниже EBITDA,-2661.0,2661.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,РКО,Выбытие / Операционная,постоянные / административные,-6186.43,6186.43,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Расходы на персонал,Выбытие / Операционная,ФОТ / персонал,-3098.91,3098.91,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Расходы на питание персонала,Выбытие / Операционная,ФОТ / персонал,-36074.57,36074.57,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Реклама на Яндекс-картах,Выбытие / Операционная,маркетинг / продажи,-19700.0,19700.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Сайт и приложение,Выбытие / Операционная,маркетинг / продажи,-69985.0,69985.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Содержание торговых точек,Выбытие / Операционная,общепроизводственные / постоянные,-23991.97,23991.97,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Таргетированная реклама,Выбытие / Операционная,маркетинг / продажи,-27500.0,27500.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Телекоммуникации,Выбытие / Операционная,постоянные / административные,-14800.0,14800.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Транспортные услуги,Выбытие / Операционная,доставка / логистика,-12150.0,12150.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Эквайринг,Выбытие / Операционная,общепроизводственные / постоянные,-36214.2,36214.2,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Оплаты по кредитам и займам,Выбытие / Финансовая,финансовые / ниже EBITDA,-81346.37,81346.37,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-08,Google Sheets ДДС,ДДС месяц,Погашение овердрафта,Выбытие / Финансовая,финансовые / ниже EBITDA,-2359134.77,2359134.77,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Аренда торговых точек,Выбытие / Операционная,аренда,-278800.0,278800.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Возвраты клиентам,Выбытие / Операционная,ручная классификация,-3138.0,3138.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Зарплата административного персонала,Выбытие / Операционная,ФОТ / персонал,-263792.0,263792.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Зарплата производственного персонала,Выбытие / Операционная,ФОТ / персонал,-669392.0,669392.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Комиссия агрегатору,Выбытие / Операционная,маркетинг / продажи,-10000.0,10000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Корретировки кассы -,Выбытие / Операционная,ручная классификация,-2775.55,2775.55,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Курьерская служба -,Выбытие / Операционная,доставка / логистика,-323400.0,323400.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Листовки,Выбытие / Операционная,маркетинг / продажи,-48000.0,48000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Овердрафт,Выбытие / Операционная,финансовые / ниже EBITDA,-19970.0,19970.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Оплата поставщикам,Выбытие / Операционная,переменные / себестоимость,-1917185.049999999,1917185.049999999,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Оплаты систем автоматизации,Выбытие / Операционная,общепроизводственные / постоянные,-12885.0,12885.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Печатные материалы,Выбытие / Операционная,маркетинг / продажи,-22400.0,22400.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Поиск и найм персонала,Выбытие / Операционная,ФОТ / персонал,-1000.0,1000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Прочие маркетинговые услуги,Выбытие / Операционная,маркетинг / продажи,-44200.0,44200.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Прочие расходы,Выбытие / Операционная,прочие / ниже EBITDA,-2275.0,2275.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,РКО,Выбытие / Операционная,постоянные / административные,-7990.41,7990.41,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Расходы на персонал,Выбытие / Операционная,ФОТ / персонал,-7295.55,7295.55,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Расходы на питание персонала,Выбытие / Операционная,ФОТ / персонал,-30760.36,30760.36,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Сайт и приложение,Выбытие / Операционная,маркетинг / продажи,-76748.0,76748.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Содержание торговых точек,Выбытие / Операционная,общепроизводственные / постоянные,-65758.21,65758.21,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Таргетированная реклама,Выбытие / Операционная,маркетинг / продажи,-3000.0,3000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Телекоммуникации,Выбытие / Операционная,постоянные / административные,-17400.0,17400.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Транспортные услуги,Выбытие / Операционная,доставка / логистика,-11850.0,11850.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Эквайринг,Выбытие / Операционная,общепроизводственные / постоянные,-37988.22,37988.22,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Возврат денег собственникам,Выбытие / Финансовая,финансовые / ниже EBITDA,-18000.0,18000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Оплаты по кредитам и займам,Выбытие / Финансовая,финансовые / ниже EBITDA,-81255.0,81255.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-09,Google Sheets ДДС,ДДС месяц,Погашение овердрафта,Выбытие / Финансовая,финансовые / ниже EBITDA,-2907285.1399999997,2907285.1399999997,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Покупка ОС,Выбытие / Инвестиционная,ручная классификация,-111535.0,111535.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,SEO-оптимизация,Выбытие / Операционная,маркетинг / продажи,-27000.0,27000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Аренда склада,Выбытие / Операционная,аренда,-8000.0,8000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Аренда торговых точек,Выбытие / Операционная,аренда,-304247.0,304247.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Возвраты клиентам,Выбытие / Операционная,ручная классификация,-1200.0,1200.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Зарплата административного персонала,Выбытие / Операционная,ФОТ / персонал,-267809.0,267809.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Зарплата производственного персонала,Выбытие / Операционная,ФОТ / персонал,-754834.0,754834.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Комиссия агрегатору,Выбытие / Операционная,маркетинг / продажи,-12000.0,12000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Контекстная реклама,Выбытие / Операционная,маркетинг / продажи,-184300.0,184300.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Корретировки кассы -,Выбытие / Операционная,ручная классификация,-2595.57,2595.57,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Курьерская служба -,Выбытие / Операционная,доставка / логистика,-305620.0,305620.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Овердрафт,Выбытие / Операционная,финансовые / ниже EBITDA,-17360.0,17360.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Оплата поставщикам,Выбытие / Операционная,переменные / себестоимость,-1594622.9,1594622.9,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Оплаты систем автоматизации,Выбытие / Операционная,общепроизводственные / постоянные,-33875.0,33875.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Прочие маркетинговые услуги,Выбытие / Операционная,маркетинг / продажи,-36400.0,36400.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Прочие расходы,Выбытие / Операционная,прочие / ниже EBITDA,-3732.0,3732.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,РКО,Выбытие / Операционная,постоянные / административные,-4505.24,4505.24,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Расходы на персонал,Выбытие / Операционная,ФОТ / персонал,-367.4,367.4,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Расходы на питание персонала,Выбытие / Операционная,ФОТ / персонал,-24802.12,24802.12,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Сайт и приложение,Выбытие / Операционная,маркетинг / продажи,-85526.0,85526.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Содержание торговых точек,Выбытие / Операционная,общепроизводственные / постоянные,-98698.05,98698.05,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Таргетированная реклама,Выбытие / Операционная,маркетинг / продажи,-47000.0,47000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Телекоммуникации,Выбытие / Операционная,постоянные / административные,-17400.0,17400.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Транспортные услуги,Выбытие / Операционная,доставка / логистика,-8850.0,8850.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Эквайринг,Выбытие / Операционная,общепроизводственные / постоянные,-36895.52,36895.52,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Оплаты по кредитам и займам,Выбытие / Финансовая,финансовые / ниже EBITDA,-81308.39,81308.39,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-10,Google Sheets ДДС,ДДС месяц,Погашение овердрафта,Выбытие / Финансовая,финансовые / ниже EBITDA,-2306941.1700000004,2306941.1700000004,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Услуги ФД,#N/A / #N/A,постоянные / административные,-75000.0,75000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход. Вид деятельности в ДДС = #N/A."
2023-11,Google Sheets ДДС,ДДС месяц,Аренда торговых точек,Выбытие / Операционная,аренда,-306655.8,306655.8,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Возвраты клиентам,Выбытие / Операционная,ручная классификация,-121.0,121.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Зарплата административного персонала,Выбытие / Операционная,ФОТ / персонал,-270900.0,270900.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Зарплата производственного персонала,Выбытие / Операционная,ФОТ / персонал,-668660.0,668660.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Контекстная реклама,Выбытие / Операционная,маркетинг / продажи,-91000.0,91000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Корретировки кассы -,Выбытие / Операционная,ручная классификация,-846.38,846.38,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Курьерская служба -,Выбытие / Операционная,доставка / логистика,-305230.0,305230.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Листовки,Выбытие / Операционная,маркетинг / продажи,-192000.0,192000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Овердрафт,Выбытие / Операционная,финансовые / ниже EBITDA,-18470.0,18470.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Оплата поставщикам,Выбытие / Операционная,переменные / себестоимость,-1906887.7300000004,1906887.7300000004,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Оплаты систем автоматизации,Выбытие / Операционная,общепроизводственные / постоянные,-33235.0,33235.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Поиск и найм персонала,Выбытие / Операционная,ФОТ / персонал,-11620.0,11620.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Прочие маркетинговые услуги,Выбытие / Операционная,маркетинг / продажи,-28000.0,28000.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,РКО,Выбытие / Операционная,постоянные / административные,-4256.34,4256.34,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Расходы на персонал,Выбытие / Операционная,ФОТ / персонал,-1328.41,1328.41,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Расходы на питание персонала,Выбытие / Операционная,ФОТ / персонал,-33197.32,33197.32,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Сайт и приложение,Выбытие / Операционная,маркетинг / продажи,-73836.0,73836.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Содержание офиса,Выбытие / Операционная,общепроизводственные / постоянные,-749.0,749.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Содержание торговых точек,Выбытие / Операционная,общепроизводственные / постоянные,-53308.02,53308.02,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
2023-11,Google Sheets ДДС,ДДС месяц,Таргетированная реклама,Выбытие / Операционная,маркетинг / продажи,-31500.0,31500.0,"aggregated rows, raw counterparty/payment-purpose fields omitted","ДДС: выплаты агрегированы по статье; внутренние переводы между счетами исключены. Требует осторожности: это кассовый, не начисленный расход."
