month,pnl_block,pnl_line,opiu_direction,value,sign,source_type,source_file,source_row_or_field,status,notes
2026-03,Выручка,Скидки (информационно),ГЦ,73644.85,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,final,Информационная строка; не вычитается второй раз в waterfall.
2026-03,Выручка,Скидки (информационно),Пицца,182849.99,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,final,Информационная строка; не вычитается второй раз в waterfall.
2026-03,Выручка,Скидки (информационно),Роллы,414054.83,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,final,Информационная строка; не вычитается второй раз в waterfall.
2026-03,Переменные,Расход продуктов (фудкост) Гагарина,Бар,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-03,Переменные,Расход продуктов (фудкост) Гагарина,ГЦ,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-03,Переменные,Расход продуктов (фудкост) Гагарина,Пицца,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-03,Переменные,Расход продуктов (фудкост) Гагарина,Роллы,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-03,Переменные,Расход продуктов (фудкост) Черникова,Бар,24454.66,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-03,Переменные,Расход продуктов (фудкост) Черникова,ГЦ,130999.45,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-03,Переменные,Расход продуктов (фудкост) Черникова,Пицца,334972.54,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-03,Переменные,Расход продуктов (фудкост) Черникова,Роллы,736590.47,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-03,Прямые постоянные,Зарплата поваров (оклады и удержания),Бар,0.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,bar_payroll_not_present,requires_recalc,"В payroll_monthly нет кухонной роли для направления Бар; строка закрыта как 0 для текущей модели. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Прямые постоянные,Зарплата поваров (оклады и удержания),ГЦ,80903.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,shawarma_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Прямые постоянные,Зарплата поваров (оклады и удержания),Пицца,197933.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,pizza_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Прямые постоянные,Зарплата поваров (оклады и удержания),Роллы,327303.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,sushi_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Прямые постоянные,Результаты инвентаризации коробки д/пиццы,Пицца,2234.69,-,iiko_inventory,research/processed/iiko/inventory/pnl_line_monthly.csv,total_sum,final,iiko inventory signed total; document_count=1.
2026-03,Общепроизводственные,Аренда склада,Общее,5000.00,-,fixed_contract,research/processed/cashflow/fixed_costs_2026.csv,fixed_contract,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Общепроизводственные,Аренда торговой точки Гагарина,Общее,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-03,Общепроизводственные,Аренда торговой точки Черникова,Общее,100000.00,-,fixed_contract,research/processed/cashflow/fixed_costs_2026.csv,fixed_contract,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Общепроизводственные,Вспомогательные товары(учет по факту оплаты),Общее,13215.00,-,iiko_incoming_invoice,research/processed/iiko/incoming_invoice/pnl_line_monthly.csv,total_sum,final,"iiko incomingInvoice, status=PROCESSED, whitelist include only."
2026-03,Общепроизводственные,Зарплата администраторов,Общее,218202.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,shift_admin_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Общепроизводственные,Комиссия за эквайринг,Общее,4044.89,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Общепроизводственные,Накопительный фонд,Общее,34739.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,savings_fund_accrual,requires_recalc,"Типовой срез накопительного фонда; не суммировать с role-cut без отдельной строки Свод C13. ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Общепроизводственные,Налоги с ЗП,Общее,20060.93,-,tax_workmail_and_dds_payroll_taxes_cash_control,WorkMail askad02@mail.ru; Google Sheets ДДС статья Налоги с з/п; docs/business-control/pnl-build-methodology.md,"tax-agent source map required; payroll taxes excluding USN 6%, IP 1% insurance, and separate tax payable",final,"Источник требует tax-agent source map по WorkMail askad02@mail.ru; ДДС статья Налоги с з/п используется как cash/control. Строка не включает УСН 6%, 1% страховые взносы ИП и отдельные tax payable из S48."
2026-03,Общепроизводственные,Оплата систем автоматизации,Общее,36270.00,-,superseded_cash_basis,research/processed/cashflow/fixed_costs_2026.csv,classified,requires_recalc,"Старый cash-basis агрегат сохранен как контроль, но не должен переноситься в ОПиУ. Пересчитать по accrual: iiko/Лемма по документам, Доксинбокс по договорному месячному accrual, Реви/Greevy = полугодовой платеж из ДДС/T-Bank / 6."
2026-03,Общепроизводственные,"Премии поваров, шеф-повара, администраторов",Общее,265888.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,bonus_accrual + percent_accrual,requires_recalc,"Типовой срез премий и процентов; не суммировать с role-cut без отдельной строки Свод C12. ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Общепроизводственные,Расходы на питание персонала,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Общепроизводственные,Результаты инвентаризации упаковки (кроме коробок для пиццы),Общее,-28414.92,-,iiko_inventory,research/processed/iiko/inventory/pnl_line_monthly.csv,total_sum,final,iiko inventory signed total; document_count=1.
2026-03,Общепроизводственные,Результаты ревизии,Общее,10922.15,-,iiko_inventory,research/processed/iiko/inventory/pnl_line_monthly.csv,total_sum,final,iiko inventory signed total; document_count=5.
2026-03,Общепроизводственные,Содержание торговых точек,Общее,24546.21,-,iiko_incoming_invoice,research/processed/iiko/incoming_invoice/pnl_line_monthly.csv,total_sum,partial,"iiko incomingInvoice, status=PROCESSED, whitelist include only. Это iiko-компонент расходников; строка смешанная, ДДС-компонент требует контроля."
2026-03,Общепроизводственные,Списание продукции и сырья,Общее,100632.60,-,iiko_writeoff,research/processed/iiko/ops/writeoff_documents_summary.csv,sum_candidate where status=PROCESSED,final,PROCESSED writeoff documents summed by cost; components: Расход продуктов=95461.39; Удаление блюд со списанием=5171.21
2026-03,Общепроизводственные,Транспортные услуги,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Общепроизводственные,Траты на курьерскую службу,Общее,280132.00,-,iiko_couriers_pnl_preset,research/processed/economic_block/iiko_pnl_by_preset_rows.csv,Account.Name=Зарплата курьеров,final,iiko P&L preset Account.Name=Зарплата курьеров.
2026-03,Административные,Зарплата администрации,Общее,302000.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,central_admin_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-03,Административные,Коммунальные платежи Гагарина,Общее,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-03,Административные,Коммунальные платежи Черникова,Общее,,-,telegram_ocr_utilities,docs/business-control/pnl-build-methodology.md; docs/business-control/28-data-inventory-for-migration.md,landlord_utility_bills_telegram_ocr_storage,source_not_loaded,Источник подтвержден владельцем 2026-05-25: платежки арендодателя распознаются Telegram/OCR и кладутся в structured storage; суммы не загружены в текущий processed P&L. Не подставлять банк или 0.
2026-03,Административные,Поиск и найм персонала,Общее,4000.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,classified merchant,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Административные,Прочие банковские комиссии,Общее,20159.00,-,bank_sber,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Административные,Прочие банковские комиссии,Общее,4469.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Административные,РКО,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Административные,Расходы на персонал,Общее,,-,requires_owner_review,research/processed/cashflow/dds_by_article_2026.csv,bank payroll_payment aggregate excluded,requires_owner_review,"Агрегат банка похож на кассовые выплаты зарплаты; исключен из P&L, чтобы не задвоить ФОТ начислением. Нужна отдельная расшифровка non-payroll расходов на персонал."
2026-03,Административные,Телекоммуникации,Общее,3830.00,-,fixed_contract,docs/business-control/pnl-build-methodology.md,iHC 600 + Microel 3230,final,Фиксированные компоненты: iHC.ru 600 + Микроэл 3230 в месяц; Mango отражен отдельным компонентом строки.
2026-03,Административные,Телекоммуникации,Общее,12122.02,-,manual_form,docs/business-control/pnl-build-methodology.md,Mango Office manual_confirmed,closed_manual,Владелец 2026-05-25 подтвердил Mango Office за 2026-03; автоматизация ЛК остается backlog.
2026-03,Административные,Услуги ФД и НК,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,counterparty override,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-03,Коммерческие,SEO - оптимизация,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,requires_edo_sbis_docsinbox,requires_owner_review,requires_edo: первичный источник СБИС/DocsInbox не подключен; банковские оплаты не используются как P&L accrual.
2026-03,Коммерческие,Комиссия агрегатору,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,aggregator_manager_statement,requires_owner_review,Данные менеджеров агрегатора не выгружены локально; не подставлять банк или оценку.
2026-03,Коммерческие,Контекстная реклама,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,requires_edo_sbis_docsinbox,requires_owner_review,requires_edo: первичный источник СБИС/DocsInbox не подключен; банковские оплаты не используются как P&L accrual.
2026-03,Коммерческие,Листовки,Общее,0.00,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Листовки,confirmed_zero,В локальном DDS aggregate нет строк по статье за месяц; это confirmed_zero только для банковского контура.
2026-03,Коммерческие,Наружная реклама,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,requires_edo_sbis_docsinbox,requires_owner_review,requires_edo: первичный источник СБИС/DocsInbox не подключен; банковские оплаты не используются как P&L accrual.
2026-03,Коммерческие,Печатные материалы НЕ ИСПОЛЬЗУЕМ!,Общее,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,unused_line,not_applicable,Строка методологии помечена как неиспользуемая.
2026-03,Коммерческие,Прочие маркетинговые услуги,Общее,0.00,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Прочие маркетинговые услуги,confirmed_zero,В локальном DDS aggregate нет строк по статье за месяц; это confirmed_zero только для банковского контура.
2026-03,Коммерческие,Сайт и приложение,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,requires_edo_sbis_docsinbox,requires_owner_review,requires_edo: первичный источник СБИС/DocsInbox не подключен; банковские оплаты не используются как P&L accrual.
2026-03,Коммерческие,Таргетированная реклама,Общее,,-,workmail_target_ads,docs/business-control/pnl-build-methodology.md; WorkMail smmbux@yandex.ru,mailbox smmbux@yandex.ru; sender ИП Билинский А.Р.; subject Документы для ИП Шокина Кристина Юрьевна...; UPD attachments,source_not_loaded,"Источник подтвержден владельцем: WorkMail smmbux@yandex.ru, письмо от ИП Билинский А.Р. с УПД по обслуживанию/продвижению и рекламному бюджету. Это не owner question; нужен парсинг вложенных УПД. ДДС/T-Bank только cash-сверка."
2026-03,Доходы ниже EBITDA,Прочие доходы,Общее,10000.00,+,requires_owner_review,research/processed/economic_block/iiko_pnl_by_preset_rows.csv,Account.Type=OTHER_INCOME; Account.Name=Прочие доходы,requires_owner_review,"Есть в iiko P&L preset, но операционность/разовая природа не подтверждена владельцем; в чистой прибыли показано как below EBITDA partial."
2026-03,Доходы ниже EBITDA,Списание невостребованных депозитов,Общее,,+,gs_payroll,research/processed/economic_block/payroll_monthly.csv,no_unclaimed_deposit_writeoff_column,gs_payroll_pending,"В payroll_monthly есть deposit withheld/return, но нет отдельной строки списания невостребованных депозитов из Свод C17; не угадываем."
2026-03,Расходы ниже EBITDA,Амортизация,Общее,,-,requires_owner_review,docs/business-control/16-fixed-assets-and-balance.md,fixed_assets_register_not_confirmed,requires_owner_review,Актуальный реестр ОС не подтвержден; историческую амортизацию не переносим в P&L 2026.
2026-03,Расходы ниже EBITDA,Комиссия за овердрафт,Общее,19338.05,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Комиссия за овердрафт; outflow_total,requires_owner_review,Использованы только банковские outflow по статье кредита/овердрафта; нужно отделить комиссию/процент от тела долга.
2026-03,Расходы ниже EBITDA,Налоги,Общее,328259.05,-,tax_accrual_model_7pct_iiko_revenue_not_cash,docs/business-control/pnl-build-methodology.md; research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,owner_correction_2026-05-25; accrual model revenue_without_discount * 7%; cash USN 6% and tax payable tracked separately,final,Accrual/model only: Налоги ниже EBITDA = 7% от iiko OLAP выручки без скидок (4689415.00). Это не cash-выплата. Owner correction: cash 659 783 = только УСН 6%; tax payable/1%/прочие обязательства берутся из WorkMail askad02 source map (research/processed/tax/tax_payables_2026.csv) и не дублируются как расход P&L.
2026-03,Расходы ниже EBITDA,Проценты по кредитам,Общее,,-,requires_owner_review,research/processed/cashflow/dds_by_article_2026.csv,loan_interest_not_split,requires_owner_review,Проценты не отделены от кредитных/овердрафтных движений.
2026-03,Расходы ниже EBITDA,Прочие расходы,Общее,,-,requires_owner_review,research/processed/economic_block/iiko_pnl_by_preset_rows.csv,OTHER_EXPENSES excluded,requires_owner_review,Прочие расходы iiko P&L не включены без расшифровки операционности.
2026-03,Расходы ниже EBITDA,Штрафы и пени,Общее,0.00,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Штрафы и пени,confirmed_zero,В локальном DDS aggregate нет строк по статье за месяц; confirmed_zero только для банковского контура.
2026-04,Выручка,Возвраты клиентам (с минусом),Общее,0.00,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Возвраты клиентам (с минусом); abs(net_total),confirmed_zero,DDS aggregate by article; amount stored as absolute refund reducer.
2026-04,Выручка,Выручка без учета скидок Гагарина,Бар,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка без учета скидок Гагарина,ГЦ,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка без учета скидок Гагарина,Пицца,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка без учета скидок Гагарина,Роллы,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка без учета скидок Черникова,Бар,57306.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Выручка без учета скидок Черникова,ГЦ,486188.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Выручка без учета скидок Черникова,Пицца,1156682.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Выручка без учета скидок Черникова,Роллы,2275346.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Выручка с учетом скидок Гагарина,Бар,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка с учетом скидок Гагарина,ГЦ,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка с учетом скидок Гагарина,Пицца,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка с учетом скидок Гагарина,Роллы,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Выручка,Выручка с учетом скидок Черникова,Бар,46845.49,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Выручка с учетом скидок Черникова,ГЦ,420492.99,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Выручка с учетом скидок Черникова,Пицца,988915.83,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Выручка с учетом скидок Черникова,Роллы,1869890.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Выручка,Комиссия партнерам (с -),Общее,44926.60,-,iiko_partner_report,research/processed/pnl/partner_commissions_2026.csv,commission_value = partner_revenue_with_discount * 20%,final,Канонический источник: iiko OLAP saved preset Отчет о партнерах; commission = сумма со скидкой * 20%. Processed не содержит имя/телефон клиента.
2026-04,Выручка,Скидки (информационно),Бар,10460.51,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,final,Информационная строка; не вычитается второй раз в waterfall.
2026-04,Выручка,Скидки (информационно),ГЦ,65695.01,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,final,Информационная строка; не вычитается второй раз в waterfall.
2026-04,Выручка,Скидки (информационно),Пицца,167766.17,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,final,Информационная строка; не вычитается второй раз в waterfall.
2026-04,Выручка,Скидки (информационно),Роллы,405456.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,final,Информационная строка; не вычитается второй раз в waterfall.
2026-04,Переменные,Расход продуктов (фудкост) Гагарина,Бар,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Переменные,Расход продуктов (фудкост) Гагарина,ГЦ,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Переменные,Расход продуктов (фудкост) Гагарина,Пицца,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Переменные,Расход продуктов (фудкост) Гагарина,Роллы,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Переменные,Расход продуктов (фудкост) Черникова,Бар,22611.82,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Переменные,Расход продуктов (фудкост) Черникова,ГЦ,120414.59,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Переменные,Расход продуктов (фудкост) Черникова,Пицца,281239.59,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Переменные,Расход продуктов (фудкост) Черникова,Роллы,609696.20,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,final,Saved preset B1; direction mapped from iiko CookingPlace.
2026-04,Прямые постоянные,Зарплата поваров (оклады и удержания),Бар,0.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,bar_payroll_not_present,requires_recalc,"В payroll_monthly нет кухонной роли для направления Бар; строка закрыта как 0 для текущей модели. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Прямые постоянные,Зарплата поваров (оклады и удержания),ГЦ,74308.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,shawarma_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Прямые постоянные,Зарплата поваров (оклады и удержания),Пицца,162285.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,pizza_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Прямые постоянные,Зарплата поваров (оклады и удержания),Роллы,262152.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,sushi_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Прямые постоянные,Результаты инвентаризации коробки д/пиццы,Пицца,3488.75,-,iiko_inventory,research/processed/iiko/inventory/pnl_line_monthly.csv,total_sum,final,iiko inventory signed total; document_count=1.
